frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y
31502,17:28.000,17:28.018,1,1045.0,711.0,1157.0,859.0,,,,,,,,
31517,17:28.500,17:28.518,1,1296.0,672.0,1460.0,885.0,,,,,,,,
31532,17:29.000,17:29.018,2,1580.0,778.0,1753.0,1007.0,322.0,731.0,470.0,899.0,,,,
31547,17:29.500,17:29.518,1,1142.0,729.0,1256.0,879.0,,,,,,,,
31562,17:30.000,17:30.018,2,836.0,736.0,985.0,956.0,1968.0,782.0,2120.0,952.0,,,,
31577,17:30.500,17:30.518,2,906.0,753.0,1063.0,961.0,2081.0,808.0,2244.0,981.0,,,,
31592,17:31.000,17:31.018,2,934.0,779.0,1089.0,979.0,2102.0,815.0,2266.0,987.0,,,,
31607,17:31.500,17:31.518,2,961.0,780.0,1100.0,988.0,2100.0,831.0,2262.0,1005.0,,,,
31622,17:32.000,17:32.020,2,2105.0,833.0,2267.0,1006.0,958.0,774.0,1097.0,981.0,,,,
31637,17:32.500,17:32.520,2,975.0,789.0,1119.0,995.0,2112.0,837.0,2278.0,1009.0,,,,
31652,17:33.000,17:33.020,2,972.0,783.0,1117.0,1001.0,2118.0,837.0,2284.0,1011.0,,,,
31667,17:33.500,17:33.520,2,965.0,794.0,1117.0,1000.0,2125.0,844.0,2294.0,1019.0,,,,
31682,17:34.000,17:34.020,2,972.0,792.0,1120.0,1003.0,2135.0,849.0,2302.0,1022.0,,,,
31697,17:34.500,17:34.520,2,970.0,790.0,1120.0,1002.0,2140.0,856.0,2304.0,1028.0,,,,
31712,17:35.000,17:35.020,2,989.0,798.0,1137.0,1005.0,2148.0,857.0,2318.0,1033.0,,,,
31727,17:35.500,17:35.520,2,936.0,789.0,1094.0,998.0,2104.0,848.0,2268.0,1025.0,,,,
31742,17:36.000,17:36.022,2,1669.0,813.0,1852.0,1041.0,429.0,730.0,570.0,901.0,,,,
31757,17:36.500,17:36.522,1,1261.0,759.0,1414.0,959.0,,,,,,,,
31772,17:37.000,17:37.022,1,1296.0,752.0,1461.0,960.0,,,,,,,,
31787,17:37.500,17:37.522,2,859.0,807.0,976.0,960.0,2144.0,825.0,2381.0,1079.0,,,,
31802,17:38.000,17:38.022,2,802.0,810.0,965.0,1011.0,1920.0,849.0,2063.0,1017.0,,,,
31817,17:38.500,17:38.522,2,977.0,774.0,1133.0,988.0,2092.0,863.0,2250.0,1038.0,,,,
31832,17:39.000,17:39.022,2,959.0,770.0,1117.0,982.0,2076.0,853.0,2236.0,1029.0,,,,
31847,17:39.500,17:39.522,1,1113.0,775.0,1225.0,926.0,,,,,,,,
31862,17:40.000,17:40.022,2,750.0,775.0,872.0,932.0,2004.0,840.0,2217.0,1092.0,,,,
31877,17:40.500,17:40.523,2,1308.0,761.0,1468.0,976.0,-51.0,752.0,102.0,933.0,,,,
31892,17:41.000,17:41.023,2,1359.0,755.0,1519.0,971.0,-2.0,719.0,174.0,897.0,,,,
31907,17:41.500,17:41.523,2,1748.0,710.0,1882.0,873.0,704.0,702.0,833.0,923.0,,,,
31922,17:42.000,17:42.023,2,1975.0,729.0,2128.0,896.0,894.0,672.0,1025.0,889.0,,,,
31937,17:42.500,17:42.523,2,1293.0,742.0,1407.0,893.0,90.0,687.0,295.0,947.0,,,,
31952,17:43.000,17:43.023,2,1211.0,757.0,1322.0,905.0,-23.0,706.0,179.0,983.0,,,,
31967,17:43.500,17:43.523,2,1216.0,747.0,1326.0,897.0,-4.0,693.0,197.0,958.0,,,,
31982,17:44.000,17:44.023,2,30.0,703.0,242.0,980.0,1231.0,746.0,1339.0,898.0,,,,
31997,17:44.500,17:44.525,2,1441.0,741.0,1552.0,890.0,361.0,695.0,519.0,940.0,,,,
32012,17:45.000,17:45.017,2,1808.0,768.0,1937.0,931.0,767.0,712.0,902.0,936.0,,,,
32027,17:45.500,17:45.517,2,783.0,725.0,940.0,942.0,1884.0,787.0,2021.0,950.0,,,,
32042,17:46.000,17:46.017,2,1932.0,800.0,2074.0,967.0,833.0,732.0,992.0,942.0,,,,
32057,17:46.500,17:46.517,2,1934.0,812.0,2075.0,976.0,837.0,741.0,990.0,952.0,,,,
32072,17:47.000,17:47.017,2,1919.0,804.0,2058.0,970.0,858.0,742.0,1006.0,955.0,,,,
32087,17:47.500,17:47.517,2,1874.0,801.0,2012.0,961.0,812.0,737.0,961.0,954.0,,,,
32102,17:48.000,17:48.017,2,799.0,756.0,973.0,970.0,1941.0,819.0,2085.0,987.0,,,,
32117,17:48.500,17:48.518,2,823.0,743.0,992.0,956.0,1953.0,813.0,2101.0,978.0,,,,
32132,17:49.000,17:49.018,2,2083.0,834.0,2319.0,1098.0,796.0,740.0,915.0,892.0,,,,
32147,17:49.500,17:49.518,2,1438.0,755.0,1604.0,966.0,96.0,733.0,269.0,905.0,,,,
32162,17:50.000,17:50.018,1,1015.0,740.0,1126.0,895.0,,,,,,,,
32177,17:50.500,17:50.518,1,1114.0,758.0,1224.0,908.0,,,,,,,,
32192,17:51.000,17:51.018,1,1134.0,762.0,1246.0,918.0,,,,,,,,
32207,17:51.500,17:51.518,1,1137.0,756.0,1249.0,906.0,,,,,,,,
32222,17:52.000,17:52.018,2,1144.0,759.0,1255.0,911.0,-45.0,739.0,127.0,996.0,,,,
32237,17:52.500,17:52.520,2,1149.0,754.0,1263.0,911.0,-17.0,748.0,150.0,985.0,,,,
32252,17:53.000,17:53.020,2,1149.0,757.0,1263.0,908.0,-28.0,742.0,148.0,985.0,,,,
32267,17:53.500,17:53.520,2,1147.0,763.0,1261.0,911.0,-36.0,738.0,147.0,990.0,,,,
32282,17:54.000,17:54.020,1,1036.0,945.0,1145.0,1093.0,,,,,,,,
32297,17:54.500,17:54.520,2,755.0,800.0,874.0,952.0,2006.0,955.0,2209.0,1213.0,,,,
32312,17:55.000,17:55.020,2,1936.0,1017.0,2142.0,1268.0,693.0,856.0,815.0,1013.0,,,,
