frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y,face_3_tl_x,face_3_tl_y,face_3_br_x,face_3_br_y
33194,18:20.000,18:20.028,3,1313.0,777.0,1496.0,1007.0,1828.0,646.0,2013.0,887.0,778.0,748.0,926.0,942.0,,,,
33209,18:20.500,18:20.528,3,1970.0,662.0,2165.0,900.0,1454.0,757.0,1647.0,987.0,910.0,714.0,1058.0,919.0,,,,
33224,18:21.000,18:21.028,3,2014.0,710.0,2220.0,958.0,1492.0,788.0,1683.0,1022.0,954.0,746.0,1105.0,943.0,,,,
33239,18:21.500,18:21.528,3,1765.0,765.0,1942.0,994.0,1292.0,837.0,1476.0,1063.0,740.0,792.0,898.0,999.0,,,,
33254,18:22.000,18:22.028,3,1824.0,701.0,2008.0,928.0,1336.0,812.0,1524.0,1043.0,799.0,777.0,954.0,981.0,,,,
33269,18:22.500,18:22.528,3,1259.0,849.0,1446.0,1083.0,1746.0,728.0,1922.0,950.0,724.0,804.0,882.0,1016.0,,,,
33284,18:23.000,18:23.028,3,1276.0,894.0,1465.0,1128.0,1758.0,751.0,1937.0,977.0,742.0,868.0,899.0,1077.0,,,,
33299,18:23.500,18:23.530,3,1872.0,658.0,2064.0,890.0,1392.0,818.0,1584.0,1058.0,845.0,821.0,996.0,1024.0,,,,
33314,18:24.000,18:24.030,3,1365.0,738.0,1554.0,971.0,1844.0,568.0,2033.0,805.0,802.0,754.0,958.0,963.0,,,,
33329,18:24.500,18:24.530,3,1368.0,732.0,1555.0,969.0,1850.0,560.0,2039.0,798.0,805.0,749.0,961.0,956.0,,,,
33344,18:25.000,18:25.030,3,1848.0,541.0,2035.0,790.0,1358.0,711.0,1544.0,954.0,806.0,730.0,959.0,935.0,,,,
33359,18:25.500,18:25.530,3,1852.0,549.0,2041.0,797.0,1361.0,713.0,1548.0,956.0,814.0,730.0,969.0,940.0,,,,
33374,18:26.000,18:26.030,3,1358.0,720.0,1546.0,963.0,1850.0,563.0,2039.0,805.0,809.0,735.0,961.0,941.0,,,,
33389,18:26.500,18:26.530,3,1815.0,847.0,2001.0,1089.0,1322.0,973.0,1515.0,1223.0,765.0,949.0,920.0,1159.0,,,,
33404,18:27.000,18:27.030,3,381.0,893.0,564.0,1123.0,991.0,926.0,1176.0,1176.0,1454.0,823.0,1615.0,1042.0,,,,
33419,18:27.500,18:27.532,3,409.0,839.0,585.0,1067.0,1017.0,879.0,1200.0,1122.0,1481.0,775.0,1641.0,999.0,,,,
33434,18:28.000,18:28.032,3,1771.0,720.0,1953.0,958.0,1284.0,827.0,1468.0,1063.0,726.0,781.0,876.0,985.0,,,,
33449,18:28.500,18:28.532,3,1905.0,755.0,2098.0,1010.0,1383.0,870.0,1571.0,1115.0,844.0,828.0,989.0,1031.0,,,,
33464,18:29.000,18:29.032,3,1934.0,710.0,2131.0,957.0,1412.0,821.0,1603.0,1062.0,869.0,779.0,1014.0,974.0,,,,
33479,18:29.500,18:29.532,3,1854.0,671.0,2041.0,922.0,1345.0,767.0,1531.0,1015.0,799.0,724.0,951.0,926.0,,,,
33494,18:30.000,18:30.032,3,1770.0,671.0,1949.0,916.0,1273.0,792.0,1452.0,1028.0,733.0,746.0,887.0,946.0,,,,
33509,18:30.500,18:30.532,3,1966.0,649.0,2165.0,909.0,1426.0,754.0,1620.0,1001.0,905.0,693.0,1051.0,892.0,,,,
33524,18:31.000,18:31.032,3,1941.0,658.0,2139.0,915.0,1412.0,759.0,1601.0,1008.0,889.0,703.0,1036.0,903.0,,,,
33538,18:31.500,18:31.500,3,1916.0,643.0,2112.0,898.0,1393.0,756.0,1582.0,996.0,868.0,701.0,1018.0,896.0,,,,
33553,18:32.000,18:32.000,3,1886.0,656.0,2078.0,902.0,1366.0,764.0,1555.0,1007.0,838.0,723.0,989.0,922.0,,,,
33568,18:32.500,18:32.500,3,1914.0,661.0,2106.0,917.0,1382.0,755.0,1569.0,1001.0,858.0,698.0,1009.0,892.0,,,,
33583,18:33.000,18:33.000,3,1811.0,698.0,1996.0,939.0,1296.0,793.0,1478.0,1035.0,770.0,737.0,922.0,937.0,,,,
33598,18:33.500,18:33.500,3,1752.0,728.0,1926.0,959.0,1235.0,820.0,1418.0,1057.0,705.0,763.0,862.0,961.0,,,,
33613,18:34.000,18:34.000,3,1543.0,725.0,1704.0,952.0,504.0,765.0,675.0,976.0,1063.0,817.0,1244.0,1056.0,,,,
33628,18:34.500,18:34.500,3,433.0,756.0,608.0,971.0,991.0,816.0,1174.0,1052.0,1494.0,725.0,1649.0,951.0,,,,
33643,18:35.000,18:35.000,3,964.0,827.0,1147.0,1067.0,393.0,772.0,574.0,996.0,1465.0,736.0,1623.0,959.0,,,,
33658,18:35.500,18:35.502,3,375.0,775.0,557.0,998.0,951.0,831.0,1135.0,1069.0,1450.0,732.0,1607.0,959.0,,,,
33673,18:36.000,18:36.002,3,387.0,785.0,567.0,1007.0,982.0,853.0,1167.0,1095.0,1475.0,762.0,1633.0,983.0,,,,
33689,18:36.500,18:36.527,3,1621.0,872.0,1789.0,1111.0,538.0,853.0,701.0,1064.0,1121.0,939.0,1306.0,1186.0,,,,
33704,18:37.000,18:37.027,3,1630.0,839.0,1797.0,1085.0,1130.0,887.0,1311.0,1138.0,570.0,790.0,734.0,1005.0,,,,
33719,18:37.500,18:37.527,3,1601.0,778.0,1764.0,1016.0,1106.0,840.0,1286.0,1080.0,570.0,751.0,736.0,960.0,,,,
33734,18:38.000,18:38.027,3,501.0,741.0,674.0,959.0,1051.0,818.0,1232.0,1052.0,1538.0,744.0,1696.0,970.0,,,,
33749,18:38.500,18:38.527,3,1106.0,761.0,1287.0,1004.0,558.0,707.0,724.0,922.0,1593.0,687.0,1754.0,913.0,,,,
33764,18:39.000,18:39.027,3,1222.0,711.0,1404.0,945.0,1717.0,612.0,1891.0,851.0,692.0,658.0,851.0,871.0,,,,
33779,18:39.500,18:39.528,3,1794.0,631.0,1976.0,882.0,1295.0,728.0,1476.0,969.0,762.0,679.0,919.0,886.0,,,,
33794,18:40.000,18:40.028,3,1316.0,750.0,1502.0,998.0,1833.0,665.0,2019.0,924.0,795.0,701.0,949.0,906.0,,,,
33809,18:40.500,18:40.528,3,1245.0,750.0,1428.0,980.0,1751.0,647.0,1929.0,888.0,726.0,692.0,882.0,899.0,,,,
33824,18:41.000,18:41.028,3,1266.0,850.0,1448.0,1080.0,1778.0,748.0,1959.0,992.0,749.0,789.0,904.0,999.0,,,,
