frame,time,faces_detected_count,042_detected,042_tl_x,042_tl_y,042_br_x,042_br_y,043_detected,043_tl_x,043_tl_y,043_br_x,043_br_y,044_detected,044_tl_x,044_tl_y,044_br_x,044_br_y,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y
15166,08:02.970,1,True,2311,777,2435,940,False,,,,,False,,,,,False,,,,
15181,08:03.448,1,True,2310,776,2435,938,False,,,,,False,,,,,False,,,,
15196,08:03.925,1,True,2309,782,2429,940,False,,,,,False,,,,,False,,,,
15211,08:04.403,1,True,1879,799,1989,940,False,,,,,False,,,,,False,,,,
15226,08:04.881,1,True,1527,795,1621,921,False,,,,,False,,,,,False,,,,
15241,08:05.358,2,True,734,824,835,960,True,2006,614,2191,807,False,,,,,False,,,,
15256,08:05.836,2,True,713,825,814,964,True,1973,637,2151,826,False,,,,,False,,,,
15271,08:06.314,0,False,,,,,False,,,,,False,,,,,False,,,,
15286,08:06.792,1,False,,,,,True,1505,729,1658,915,False,,,,,False,,,,
15301,08:07.269,1,True,837,836,986,1045,False,,,,,False,,,,,False,,,,
15316,08:07.747,1,True,731,832,884,1045,False,,,,,False,,,,,False,,,,
15331,08:08.225,1,True,739,804,892,1012,False,,,,,False,,,,,False,,,,
15346,08:08.702,1,True,683,754,842,942,False,,,,,False,,,,,False,,,,
15361,08:09.180,1,True,716,711,871,923,False,,,,,False,,,,,False,,,,
15376,08:09.658,1,True,709,716,864,930,False,,,,,False,,,,,False,,,,
15391,08:10.135,1,True,569,717,728,939,False,,,,,False,,,,,False,,,,
15406,08:10.613,2,True,-74,818,146,1078,True,1679,581,1851,796,False,,,,,False,,,,
15421,08:11.091,1,True,764,792,917,1008,False,,,,,False,,,,,False,,,,
15436,08:11.568,1,True,1697,898,1861,1124,False,,,,,False,,,,,False,,,,
15451,08:12.046,1,True,1722,859,1888,1085,False,,,,,False,,,,,False,,,,
15466,08:12.524,1,True,1408,861,1544,1073,False,,,,,False,,,,,False,,,,
15481,08:13.001,1,True,1394,850,1527,1053,False,,,,,False,,,,,False,,,,
15496,08:13.479,1,True,1546,883,1687,1094,False,,,,,False,,,,,False,,,,
15511,08:13.957,1,True,1634,880,1789,1095,False,,,,,False,,,,,False,,,,
15526,08:14.434,1,True,1520,848,1676,1065,False,,,,,False,,,,,False,,,,
15541,08:14.912,1,True,1485,811,1629,1027,False,,,,,False,,,,,False,,,,
15556,08:15.390,1,True,1595,816,1722,1015,False,,,,,False,,,,,False,,,,
15571,08:15.868,1,True,1555,827,1716,1051,False,,,,,False,,,,,False,,,,
15586,08:16.345,1,True,1034,866,1175,1073,False,,,,,False,,,,,False,,,,
15601,08:16.823,2,True,-64,945,158,1215,True,1627,611,1810,846,False,,,,,False,,,,
15616,08:17.301,2,True,-63,945,139,1202,True,1594,635,1776,857,False,,,,,False,,,,
15631,08:17.778,1,False,,,,,True,1414,677,1584,892,False,,,,,False,,,,
15646,08:18.256,1,False,,,,,True,1337,674,1499,881,False,,,,,False,,,,
15661,08:18.734,1,False,,,,,True,1383,668,1540,867,False,,,,,False,,,,
15676,08:19.211,2,True,299,717,480,952,True,1862,566,2057,794,False,,,,,False,,,,
15691,08:19.689,1,True,824,743,970,955,False,,,,,False,,,,,False,,,,
15706,08:20.167,1,True,1540,792,1693,1017,False,,,,,False,,,,,False,,,,
15721,08:20.644,2,True,596,747,757,966,True,2217,537,2443,795,False,,,,,False,,,,
15736,08:21.122,2,True,352,585,553,829,True,2034,370,2258,627,False,,,,,False,,,,
15751,08:21.600,2,True,242,462,464,714,True,2026,241,2245,485,False,,,,,False,,,,
15766,08:22.077,2,True,189,413,418,674,True,2047,207,2268,443,False,,,,,False,,,,
15781,08:22.555,2,True,245,475,465,730,True,2057,261,2277,510,False,,,,,False,,,,
15796,08:23.033,2,True,240,487,458,741,True,2040,295,2253,530,False,,,,,False,,,,
15811,08:23.510,2,True,230,476,449,731,True,2025,278,2241,516,False,,,,,False,,,,
15826,08:23.988,2,True,242,445,459,695,True,2041,240,2259,485,False,,,,,False,,,,
15841,08:24.466,2,True,250,403,467,656,True,2060,203,2284,445,False,,,,,False,,,,
15856,08:24.944,2,True,252,457,470,705,True,2051,246,2269,495,False,,,,,False,,,,
15871,08:25.421,2,True,242,376,462,635,True,2073,164,2302,411,False,,,,,False,,,,
15886,08:25.899,2,True,253,263,477,531,False,,,,,False,,,,,True,2130,-13,2378,311
15901,08:26.377,2,True,235,362,457,624,True,2063,159,2287,392,False,,,,,False,,,,
15916,08:26.854,2,True,218,368,438,630,True,2045,161,2270,396,False,,,,,False,,,,
15931,08:27.332,2,True,-15,577,229,843,True,1788,394,1973,615,False,,,,,False,,,,
15946,08:27.810,2,True,-60,549,176,822,True,1751,377,1933,596,False,,,,,False,,,,
15961,08:28.287,2,True,120,497,346,757,True,1900,310,2102,538,False,,,,,False,,,,
15976,08:28.765,2,True,151,515,369,766,True,1931,313,2133,540,False,,,,,False,,,,
15991,08:29.243,2,True,147,466,369,722,True,1945,245,2151,483,False,,,,,False,,,,
16006,08:29.720,2,True,64,525,297,787,True,1865,328,2057,550,False,,,,,False,,,,
16021,08:30.198,2,True,-94,612,126,885,True,1716,444,1891,658,False,,,,,False,,,,
16036,08:30.676,2,True,83,601,309,862,True,1862,437,2051,654,False,,,,,False,,,,
16051,08:31.153,2,True,-52,668,183,941,True,1749,530,1926,740,False,,,,,False,,,,
16066,08:31.631,2,True,-90,700,139,973,True,1711,559,1884,769,False,,,,,False,,,,
16081,08:32.109,1,True,541,669,715,898,False,,,,,False,,,,,False,,,,
16096,08:32.586,2,True,365,671,555,910,True,2094,520,2308,756,False,,,,,False,,,,
16111,08:33.064,1,False,,,,,True,1684,455,1852,661,False,,,,,False,,,,
16126,08:33.542,2,True,68,561,295,823,True,1860,422,2046,643,False,,,,,False,,,,
