time,faces_008,faces_009,faces_010,faces_011
71.33,0.0,,,
108.14,0.0,,,
108.17,0.0,,,
108.21,0.0,,,
108.24,0.0,,,
108.27,0.0,,,
108.31,0.0,,,
108.34,0.0,,,
108.37,0.0,,,
108.41,0.0,,,
108.44,0.0,,,
108.47,0.0,,,
108.51,0.0,,,
108.54,0.0,,,
108.57,0.0,,,
108.61,0.0,,,
108.64,0.0,,,
108.67,0.0,,,
108.71,0.0,,,
108.74,0.0,,,
108.77,0.0,,,
108.81,0.0,,,
108.84,0.0,,,
108.87,0.0,,,
108.91,0.0,,,
108.94,0.0,,,
108.97,0.0,,,
109.01,0.0,,,
109.04,0.0,,,
109.07,0.0,,,
109.11,0.0,,,
109.14,0.0,,,
109.17,0.0,,,
109.21,0.0,,,
109.24,0.0,,,
109.27,0.0,,,
109.31,0.0,,,
109.34,0.0,,,
109.37,0.0,,,
109.41,0.0,,,
109.44,0.0,,,
109.47,0.0,,,
109.51,0.0,,,
109.54,0.0,,,
109.57,0.0,,,
109.61,0.0,,,
109.64,0.0,,,
109.67,0.0,,,
109.71,0.0,,,
109.74,0.0,,,
109.77,0.0,,,
109.81,0.0,,,
109.84,0.0,,,
109.87,0.0,,,
109.91,0.0,,,
109.94,0.0,,,
109.97,0.0,,,
110.01,0.0,,,
110.04,1.0,,,
110.07,1.0,,,
110.11,1.0,,,
110.14,0.0,,,
110.18,0.0,,,
110.21,0.0,,,
110.24,0.0,,,
110.28,0.0,,,
110.31,0.0,,,
110.34,0.0,,,
110.56,0.0,,,
110.57,0.0,,,
110.59,0.0,,,
110.61,0.0,,,
110.62,0.0,,,
110.66,0.0,,,
110.68,0.0,,,
110.71,0.0,,,
110.74,0.0,,,
110.78,0.0,,,
110.81,0.0,,,
110.84,1.0,,,
110.88,0.0,,,
110.91,0.0,,,
110.94,1.0,,,
110.98,0.0,,,
111.01,0.0,,,
111.04,0.0,,,
111.07,1.0,,,
111.11,1.0,,,
111.14,0.0,,,
111.18,0.0,,,
111.21,0.0,,,
111.24,0.0,,,
111.28,0.0,,,
111.31,0.0,,,
111.34,0.0,,,
111.38,0.0,,,
111.41,0.0,,,
111.44,0.0,,,
111.48,0.0,,,
111.51,1.0,,,
111.54,1.0,,,
111.57,1.0,,,
111.61,1.0,,,
111.64,1.0,,,
111.68,1.0,,,
111.71,1.0,,,
111.74,1.0,,,
111.78,1.0,,,
111.81,1.0,,,
111.84,1.0,,,
111.88,0.0,,,
111.91,0.0,,,
111.94,0.0,,,
111.98,0.0,,,
112.01,0.0,,,
112.04,0.0,,,
112.07,0.0,,,
112.11,0.0,,,
112.14,0.0,,,
112.18,0.0,,,
112.21,0.0,,,
112.24,0.0,,,
112.28,0.0,,,
112.31,0.0,,,
112.34,0.0,,,
112.38,0.0,,,
112.41,0.0,,,
112.44,0.0,,,
112.48,0.0,,,
112.51,0.0,,,
112.54,0.0,,,
112.57,0.0,,,
112.61,0.0,,,
112.64,0.0,,,
112.68,0.0,,,
112.71,0.0,,,
112.74,0.0,,,
112.78,0.0,,,
112.81,0.0,,,
112.84,0.0,,,
112.88,0.0,,,
112.91,0.0,,,
112.94,0.0,,,
112.98,0.0,,,
113.01,0.0,,,
113.04,0.0,,,
113.07,0.0,,,
113.11,0.0,,,
113.14,0.0,,,
113.18,0.0,,,
113.21,0.0,,,
113.24,0.0,,,
113.28,0.0,,,
113.31,0.0,,,
113.34,0.0,,,
113.38,0.0,,,
113.41,0.0,,,
113.44,0.0,,,
113.48,0.0,,,
113.51,0.0,,,
113.54,0.0,,,
113.57,0.0,,,
113.61,0.0,,,
113.64,0.0,,,
113.68,0.0,,,
113.71,0.0,,,
113.74,0.0,,,
113.78,0.0,,,
113.81,0.0,,,
113.84,0.0,,,
113.88,0.0,,,
113.91,0.0,,,
113.94,0.0,,,
113.98,0.0,,,
114.01,0.0,,,
114.04,0.0,,,
114.07,0.0,,,
114.11,0.0,,,
114.14,0.0,,,
114.18,0.0,,,
114.21,0.0,,,
114.24,0.0,,,
114.28,0.0,,,
114.31,0.0,,,
114.34,0.0,,,
114.38,0.0,,,
114.41,0.0,,,
114.44,0.0,,,
114.48,0.0,,,
114.51,1.0,,,
114.54,1.0,,,
114.58,1.0,,,
114.61,1.0,,,
114.64,1.0,,,
114.68,0.0,,,
114.71,0.0,,,
114.74,0.0,,,
114.78,0.0,,,
114.81,0.0,,,
114.84,0.0,,,
114.88,0.0,,,
114.91,0.0,,,
114.94,0.0,,,
114.98,0.0,,,
115.01,0.0,,,
115.04,0.0,,,
115.08,0.0,,,
115.11,0.0,,,
