frame,time,faces_detected_count,055_detected,055_tl_x,055_tl_y,055_br_x,055_br_y,056_detected,056_tl_x,056_tl_y,056_br_x,056_br_y,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y
11976,06:33.977,1,True,1579,572,1779,838,False,,,,,False,,,,
11991,06:34.470,1,True,1584,572,1785,843,False,,,,,False,,,,
12006,06:34.964,1,True,1586,560,1785,830,False,,,,,False,,,,
12021,06:35.457,1,True,1594,552,1794,822,False,,,,,False,,,,
12036,06:35.951,1,True,1595,568,1795,840,False,,,,,False,,,,
12051,06:36.444,1,True,1598,592,1797,865,False,,,,,False,,,,
12066,06:36.938,1,True,1605,594,1808,866,False,,,,,False,,,,
12081,06:37.431,1,True,1607,596,1809,867,False,,,,,False,,,,
12096,06:37.925,1,True,1614,595,1815,864,False,,,,,False,,,,
12111,06:38.418,1,True,1614,589,1816,858,False,,,,,False,,,,
12126,06:38.912,1,True,1624,589,1824,857,False,,,,,False,,,,
12141,06:39.405,1,True,1636,615,1841,885,False,,,,,False,,,,
12156,06:39.898,1,True,1636,615,1842,886,False,,,,,False,,,,
12171,06:40.392,1,True,1635,613,1840,884,False,,,,,False,,,,
12186,06:40.885,1,True,1656,624,1861,898,False,,,,,False,,,,
12201,06:41.379,1,True,1651,616,1854,886,False,,,,,False,,,,
12216,06:41.872,1,True,1643,617,1847,887,False,,,,,False,,,,
12231,06:42.366,1,True,1635,619,1840,889,False,,,,,False,,,,
12246,06:42.859,1,True,1635,616,1841,889,False,,,,,False,,,,
12261,06:43.353,1,True,1634,619,1839,891,False,,,,,False,,,,
12276,06:43.846,1,True,1634,619,1840,890,False,,,,,False,,,,
12291,06:44.340,1,True,1634,612,1840,886,False,,,,,False,,,,
12306,06:44.833,1,True,1645,605,1851,876,False,,,,,False,,,,
12321,06:45.327,1,True,1581,606,1783,880,False,,,,,False,,,,
12336,06:45.820,1,True,1467,724,1657,983,False,,,,,False,,,,
12351,06:46.313,1,True,1519,674,1714,938,False,,,,,False,,,,
12366,06:46.807,1,True,1541,662,1737,928,False,,,,,False,,,,
12381,06:47.300,1,True,1555,659,1751,927,False,,,,,False,,,,
12396,06:47.794,1,True,1559,657,1755,927,False,,,,,False,,,,
12411,06:48.287,1,True,1561,657,1757,927,False,,,,,False,,,,
12426,06:48.781,1,True,1562,659,1758,930,False,,,,,False,,,,
12441,06:49.274,1,True,1581,655,1780,924,False,,,,,False,,,,
12456,06:49.768,1,True,1586,646,1785,914,False,,,,,False,,,,
12471,06:50.261,1,True,1592,637,1790,909,False,,,,,False,,,,
12486,06:50.755,1,True,1593,636,1792,909,False,,,,,False,,,,
12501,06:51.248,1,True,1587,635,1785,905,False,,,,,False,,,,
12516,06:51.741,1,True,1585,641,1784,911,False,,,,,False,,,,
12531,06:52.235,1,True,1583,645,1782,915,False,,,,,False,,,,
12546,06:52.728,1,True,1584,648,1783,920,False,,,,,False,,,,
12561,06:53.222,1,True,1583,653,1780,922,False,,,,,False,,,,
12576,06:53.715,1,True,1578,667,1777,938,False,,,,,False,,,,
12591,06:54.209,1,True,1554,691,1750,958,False,,,,,False,,,,
12606,06:54.702,1,True,1558,690,1753,956,False,,,,,False,,,,
12621,06:55.196,1,True,1559,670,1753,936,False,,,,,False,,,,
12636,06:55.689,1,True,1570,632,1766,903,False,,,,,False,,,,
12651,06:56.183,1,True,1577,623,1776,894,False,,,,,False,,,,
12666,06:56.676,1,True,1574,621,1773,892,False,,,,,False,,,,
12681,06:57.170,1,True,1574,615,1772,885,False,,,,,False,,,,
12696,06:57.663,1,True,1573,617,1772,890,False,,,,,False,,,,
12711,06:58.156,1,True,1576,623,1775,897,False,,,,,False,,,,
12726,06:58.650,1,True,1577,631,1777,904,False,,,,,False,,,,
12741,06:59.143,1,True,1579,633,1778,906,False,,,,,False,,,,
12756,06:59.637,1,True,1580,636,1779,910,False,,,,,False,,,,
12771,07:00.130,1,True,1587,642,1787,914,False,,,,,False,,,,
12786,07:00.624,1,True,1590,645,1789,917,False,,,,,False,,,,
12801,07:01.117,1,True,1589,644,1789,918,False,,,,,False,,,,
12816,07:01.611,1,True,1583,649,1783,921,False,,,,,False,,,,
12831,07:02.104,1,True,1588,652,1787,924,False,,,,,False,,,,
12846,07:02.598,1,True,1586,645,1787,918,False,,,,,False,,,,
12861,07:03.091,1,True,1564,637,1762,908,False,,,,,False,,,,
12876,07:03.584,1,True,1569,639,1765,907,False,,,,,False,,,,
12891,07:04.078,1,True,1603,635,1811,899,False,,,,,False,,,,
12906,07:04.571,1,True,1594,642,1794,908,False,,,,,False,,,,
12921,07:05.065,1,True,1590,648,1784,913,False,,,,,False,,,,
12936,07:05.558,1,True,1591,649,1788,913,False,,,,,False,,,,
12951,07:06.052,1,True,1588,646,1784,912,False,,,,,False,,,,
12966,07:06.545,1,True,1596,653,1795,921,False,,,,,False,,,,
12981,07:07.039,1,True,1588,650,1783,914,False,,,,,False,,,,
12996,07:07.532,1,True,1591,655,1789,920,False,,,,,False,,,,
13011,07:08.026,1,True,1595,654,1794,922,False,,,,,False,,,,
13026,07:08.519,1,True,1597,660,1794,929,False,,,,,False,,,,
13041,07:09.013,1,True,1597,665,1793,933,False,,,,,False,,,,
13056,07:09.506,1,True,1593,667,1788,934,False,,,,,False,,,,
13071,07:09.999,1,True,1594,674,1789,939,False,,,,,False,,,,
13086,07:10.493,1,True,1597,677,1792,940,False,,,,,False,,,,
13101,07:10.986,1,True,1597,671,1794,938,False,,,,,False,,,,
13116,07:11.480,1,True,1599,673,1795,940,False,,,,,False,,,,
13131,07:11.973,1,True,1594,675,1791,938,False,,,,,False,,,,
13146,07:12.467,1,True,1593,666,1791,931,False,,,,,False,,,,
13161,07:12.960,1,True,1595,664,1792,931,False,,,,,False,,,,
