frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y
14271,12:45.000,1,51.0,887.0,177.0,1012.0,,,,,,,,
14272,15:33.153,1,50.0,888.0,176.0,1012.0,,,,,,,,
14273,15:33.187,1,50.0,889.0,177.0,1013.0,,,,,,,,
14274,15:33.220,1,49.0,890.0,178.0,1013.0,,,,,,,,
14275,15:33.253,1,51.0,890.0,178.0,1014.0,,,,,,,,
14276,15:33.287,1,52.0,886.0,177.0,1010.0,,,,,,,,
14277,15:33.320,1,52.0,884.0,176.0,1008.0,,,,,,,,
14278,15:33.353,1,52.0,883.0,176.0,1010.0,,,,,,,,
14279,15:33.387,1,53.0,883.0,176.0,1008.0,,,,,,,,
14280,15:33.420,1,53.0,883.0,176.0,1007.0,,,,,,,,
14281,15:33.453,1,54.0,882.0,176.0,1004.0,,,,,,,,
14282,15:33.487,1,53.0,884.0,176.0,1007.0,,,,,,,,
14283,15:33.520,1,53.0,884.0,176.0,1008.0,,,,,,,,
14284,15:33.553,1,53.0,883.0,175.0,1004.0,,,,,,,,
14285,15:33.587,1,51.0,881.0,176.0,1003.0,,,,,,,,
14286,15:33.620,1,51.0,880.0,178.0,1001.0,,,,,,,,
14287,15:33.653,1,52.0,878.0,180.0,1000.0,,,,,,,,
14288,15:33.687,1,52.0,878.0,181.0,998.0,,,,,,,,
14289,15:33.720,1,55.0,878.0,183.0,997.0,,,,,,,,
14290,15:33.753,1,55.0,878.0,183.0,998.0,,,,,,,,
14291,15:33.787,1,55.0,878.0,182.0,998.0,,,,,,,,
14292,15:33.820,1,54.0,878.0,181.0,998.0,,,,,,,,
14293,15:33.853,1,54.0,880.0,178.0,1000.0,,,,,,,,
14294,15:33.887,1,54.0,881.0,178.0,1002.0,,,,,,,,
14295,15:33.920,1,55.0,882.0,177.0,1005.0,,,,,,,,
14296,15:33.953,1,54.0,883.0,177.0,1006.0,,,,,,,,
14297,15:33.987,1,54.0,883.0,178.0,1006.0,,,,,,,,
14298,15:34.020,1,54.0,883.0,178.0,1006.0,,,,,,,,
14299,15:34.053,1,54.0,884.0,179.0,1007.0,,,,,,,,
14300,15:34.087,1,52.0,886.0,178.0,1007.0,,,,,,,,
14301,15:34.120,1,51.0,888.0,177.0,1008.0,,,,,,,,
14302,15:34.153,1,50.0,887.0,177.0,1008.0,,,,,,,,
14303,15:34.187,1,50.0,887.0,178.0,1009.0,,,,,,,,
14304,15:34.220,1,52.0,885.0,177.0,1008.0,,,,,,,,
14305,15:34.253,1,53.0,886.0,179.0,1008.0,,,,,,,,
14306,15:34.287,1,53.0,886.0,180.0,1008.0,,,,,,,,
14307,15:34.320,1,54.0,883.0,178.0,1007.0,,,,,,,,
14308,15:34.353,1,54.0,881.0,178.0,1006.0,,,,,,,,
14309,15:34.387,1,54.0,879.0,179.0,1006.0,,,,,,,,
14310,15:34.420,1,53.0,881.0,180.0,1004.0,,,,,,,,
14311,15:34.453,1,55.0,880.0,180.0,1004.0,,,,,,,,
14312,15:34.487,1,55.0,881.0,181.0,1004.0,,,,,,,,
14313,15:34.520,1,56.0,882.0,182.0,1005.0,,,,,,,,
14314,15:34.553,1,56.0,883.0,184.0,1006.0,,,,,,,,
14315,15:34.587,1,57.0,884.0,187.0,1006.0,,,,,,,,
14316,15:34.620,1,57.0,884.0,187.0,1006.0,,,,,,,,
14317,15:34.653,1,57.0,884.0,186.0,1006.0,,,,,,,,
14318,15:34.687,1,57.0,883.0,185.0,1005.0,,,,,,,,
14319,15:34.720,1,56.0,883.0,184.0,1005.0,,,,,,,,
14320,15:34.753,1,55.0,883.0,183.0,1007.0,,,,,,,,
14321,15:34.787,1,54.0,884.0,182.0,1008.0,,,,,,,,
14322,15:34.820,1,53.0,886.0,180.0,1009.0,,,,,,,,
14323,15:34.853,1,53.0,885.0,181.0,1009.0,,,,,,,,
14324,15:34.887,1,54.0,883.0,183.0,1009.0,,,,,,,,
14325,15:34.920,1,53.0,883.0,184.0,1009.0,,,,,,,,
14326,15:34.953,1,54.0,883.0,184.0,1009.0,,,,,,,,
14327,15:34.987,1,54.0,883.0,183.0,1009.0,,,,,,,,
14328,15:35.020,1,55.0,882.0,183.0,1008.0,,,,,,,,
14329,15:35.053,1,54.0,882.0,182.0,1008.0,,,,,,,,
14330,15:35.087,1,54.0,882.0,183.0,1009.0,,,,,,,,
14331,15:35.120,1,54.0,883.0,182.0,1007.0,,,,,,,,
14332,15:35.153,1,54.0,883.0,181.0,1007.0,,,,,,,,
14333,15:35.187,1,54.0,884.0,182.0,1009.0,,,,,,,,
14334,15:35.220,1,54.0,883.0,182.0,1007.0,,,,,,,,
14335,15:35.253,1,54.0,882.0,183.0,1007.0,,,,,,,,
14336,15:35.288,1,55.0,882.0,184.0,1006.0,,,,,,,,
14337,15:35.322,1,55.0,882.0,185.0,1005.0,,,,,,,,
14338,15:35.355,1,54.0,884.0,186.0,1007.0,,,,,,,,
14339,15:35.388,1,54.0,884.0,185.0,1009.0,,,,,,,,
14340,15:35.422,1,53.0,883.0,180.0,1007.0,,,,,,,,
14341,15:35.455,1,53.0,886.0,178.0,1006.0,,,,,,,,
14342,15:35.488,1,52.0,885.0,179.0,1004.0,,,,,,,,
14343,15:35.522,1,54.0,883.0,180.0,1004.0,,,,,,,,
14344,15:35.555,1,53.0,883.0,182.0,1007.0,,,,,,,,
14345,15:35.588,1,53.0,883.0,183.0,1008.0,,,,,,,,
14346,15:35.622,1,52.0,884.0,183.0,1009.0,,,,,,,,
