frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y
7249,06:25.000,1,1084.0,699.0,1296.0,996.0
7250,07:51.465,1,1092.0,704.0,1300.0,1001.0
7251,07:51.498,1,1097.0,706.0,1306.0,1005.0
7252,07:51.532,1,1104.0,713.0,1313.0,1009.0
7253,07:51.565,1,1112.0,721.0,1319.0,1013.0
7254,07:51.598,1,1119.0,725.0,1328.0,1019.0
7255,07:51.632,1,1130.0,728.0,1341.0,1023.0
7256,07:51.665,1,1146.0,728.0,1355.0,1029.0
7257,07:51.698,1,1165.0,737.0,1374.0,1036.0
7258,07:51.732,1,1189.0,747.0,1399.0,1044.0
7259,07:51.765,1,1218.0,757.0,1428.0,1055.0
7260,07:51.798,1,1247.0,759.0,1458.0,1063.0
7261,07:51.832,1,1274.0,762.0,1485.0,1072.0
7262,07:51.865,1,1299.0,772.0,1509.0,1075.0
7263,07:51.898,1,1321.0,776.0,1532.0,1084.0
7264,07:51.932,1,1337.0,784.0,1551.0,1088.0
7265,07:51.965,1,1354.0,784.0,1569.0,1093.0
7266,07:51.998,1,1368.0,787.0,1585.0,1099.0
7267,07:52.032,1,1382.0,797.0,1596.0,1104.0
7268,07:52.065,1,1392.0,810.0,1607.0,1108.0
7269,07:52.098,1,1398.0,814.0,1615.0,1113.0
7270,07:52.132,1,1403.0,815.0,1620.0,1115.0
7271,07:52.165,1,1405.0,815.0,1621.0,1114.0
7272,07:52.198,1,1403.0,814.0,1621.0,1115.0
7273,07:52.232,1,1402.0,818.0,1620.0,1119.0
7274,07:52.265,1,1403.0,821.0,1621.0,1129.0
7275,07:52.298,1,1406.0,824.0,1624.0,1134.0
7276,07:52.332,1,1407.0,825.0,1626.0,1134.0
7277,07:52.365,1,1408.0,824.0,1626.0,1132.0
7278,07:52.398,1,1406.0,823.0,1625.0,1132.0
7279,07:52.432,1,1403.0,824.0,1622.0,1131.0
7280,07:52.465,1,1401.0,824.0,1620.0,1131.0
7281,07:52.498,1,1401.0,824.0,1619.0,1132.0
7282,07:52.532,1,1399.0,825.0,1618.0,1132.0
7283,07:52.565,1,1398.0,826.0,1617.0,1135.0
7284,07:52.598,1,1398.0,829.0,1616.0,1140.0
7285,07:52.632,1,1396.0,832.0,1615.0,1138.0
7286,07:52.665,1,1395.0,835.0,1614.0,1136.0
7287,07:52.698,1,1394.0,837.0,1612.0,1138.0
7288,07:52.732,1,1390.0,842.0,1606.0,1144.0
7289,07:52.765,1,1385.0,848.0,1601.0,1149.0
7290,07:52.798,1,1380.0,850.0,1596.0,1162.0
7291,07:52.832,1,1375.0,854.0,1591.0,1164.0
7292,07:52.865,1,1368.0,857.0,1585.0,1163.0
7293,07:52.898,1,1363.0,864.0,1578.0,1164.0
7294,07:52.932,1,1356.0,867.0,1569.0,1166.0
7295,07:52.965,1,1346.0,868.0,1562.0,1167.0
7296,07:52.998,1,1334.0,872.0,1551.0,1168.0
7297,07:53.032,1,1322.0,872.0,1537.0,1172.0
7298,07:53.065,1,1308.0,876.0,1526.0,1174.0
7299,07:53.098,1,1295.0,879.0,1509.0,1176.0
7300,07:53.132,1,1281.0,882.0,1498.0,1181.0
7301,07:53.165,1,1270.0,886.0,1483.0,1183.0
7302,07:53.198,1,1259.0,886.0,1473.0,1191.0
7303,07:53.232,1,1244.0,895.0,1459.0,1196.0
7304,07:53.265,1,1235.0,900.0,1449.0,1205.0
7305,07:53.298,1,1228.0,911.0,1442.0,1211.0
7306,07:53.332,1,1222.0,920.0,1435.0,1216.0
7307,07:53.365,1,1216.0,924.0,1429.0,1224.0
7308,07:53.398,1,1213.0,937.0,1425.0,1236.0
7309,07:53.432,1,1211.0,943.0,1423.0,1250.0
7310,07:53.465,1,1210.0,947.0,1423.0,1253.0
7311,07:53.498,1,1209.0,948.0,1422.0,1253.0
7312,07:53.532,1,1209.0,950.0,1422.0,1253.0
7313,07:53.565,1,1208.0,951.0,1422.0,1254.0
7314,07:53.598,1,1208.0,954.0,1421.0,1256.0
7315,07:53.632,1,1208.0,957.0,1420.0,1264.0
7316,07:53.665,1,1207.0,961.0,1420.0,1266.0
7317,07:53.698,1,1208.0,962.0,1420.0,1266.0
7318,07:53.732,1,1209.0,966.0,1421.0,1266.0
7319,07:53.765,1,1211.0,966.0,1423.0,1267.0
7320,07:53.798,1,1213.0,968.0,1425.0,1268.0
7321,07:53.832,1,1213.0,969.0,1426.0,1269.0
7322,07:53.865,1,1214.0,969.0,1427.0,1269.0
7323,07:53.898,1,1215.0,972.0,1428.0,1276.0
7324,07:53.932,1,1216.0,975.0,1429.0,1280.0
7325,07:53.965,1,1217.0,978.0,1430.0,1283.0
7326,07:53.998,1,1217.0,980.0,1431.0,1284.0
7327,07:54.032,1,1217.0,981.0,1432.0,1284.0
7328,07:54.065,1,1217.0,984.0,1432.0,1285.0
7329,07:54.098,1,1217.0,984.0,1432.0,1286.0
7330,07:54.132,1,1217.0,985.0,1432.0,1286.0
7331,07:54.165,1,1216.0,984.0,1431.0,1285.0
7332,07:54.198,1,1216.0,983.0,1430.0,1285.0
7333,07:54.232,1,1216.0,982.0,1430.0,1286.0
7334,07:54.265,1,1216.0,982.0,1430.0,1286.0
7335,07:54.298,1,1217.0,979.0,1430.0,1285.0
7336,07:54.332,1,1217.0,976.0,1430.0,1283.0
7337,07:54.365,1,1217.0,976.0,1430.0,1282.0
7338,07:54.398,1,1217.0,976.0,1430.0,1282.0
7339,07:54.432,1,1217.0,976.0,1430.0,1282.0
7340,07:54.465,1,1217.0,976.0,1429.0,1281.0
7341,07:54.498,1,1215.0,976.0,1428.0,1279.0
7342,07:54.532,1,1215.0,975.0,1428.0,1278.0
7343,07:54.565,1,1215.0,975.0,1428.0,1277.0
7344,07:54.598,1,1215.0,974.0,1428.0,1275.0
7345,07:54.632,1,1215.0,972.0,1428.0,1273.0
