frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y,face_3_tl_x,face_3_tl_y,face_3_br_x,face_3_br_y
19236,17:05.000,3,1541.0,998.0,1734.0,1253.0,2176.0,937.0,2404.0,1191.0,1029.0,949.0,1177.0,1167.0,,,,
19237,20:54.912,3,1529.0,999.0,1719.0,1252.0,2162.0,933.0,2390.0,1188.0,1020.0,951.0,1166.0,1169.0,,,,
19238,20:54.945,3,1515.0,999.0,1705.0,1250.0,2143.0,932.0,2374.0,1183.0,1009.0,951.0,1153.0,1169.0,,,,
19239,20:54.978,3,1504.0,996.0,1690.0,1247.0,2128.0,931.0,2353.0,1180.0,998.0,946.0,1143.0,1169.0,,,,
19240,20:55.012,3,1495.0,997.0,1680.0,1242.0,2116.0,927.0,2341.0,1175.0,988.0,949.0,1136.0,1166.0,,,,
19241,20:55.045,3,1488.0,997.0,1674.0,1239.0,2109.0,926.0,2333.0,1170.0,983.0,945.0,1131.0,1167.0,,,,
19242,20:55.078,3,2104.0,923.0,2328.0,1169.0,1484.0,996.0,1668.0,1237.0,979.0,944.0,1125.0,1161.0,,,,
19243,20:55.112,3,2102.0,920.0,2324.0,1166.0,1481.0,994.0,1665.0,1234.0,976.0,941.0,1124.0,1158.0,,,,
19244,20:55.145,3,2101.0,918.0,2323.0,1163.0,1479.0,991.0,1664.0,1233.0,976.0,939.0,1124.0,1154.0,,,,
19245,20:55.178,3,2102.0,916.0,2323.0,1160.0,1478.0,987.0,1664.0,1231.0,976.0,937.0,1124.0,1150.0,,,,
19246,20:55.212,3,1478.0,984.0,1663.0,1230.0,2102.0,912.0,2323.0,1158.0,975.0,935.0,1122.0,1148.0,,,,
19247,20:55.245,3,1476.0,981.0,1660.0,1228.0,2101.0,909.0,2323.0,1157.0,974.0,931.0,1121.0,1144.0,,,,
19248,20:55.278,3,2099.0,907.0,2321.0,1156.0,1473.0,979.0,1656.0,1227.0,973.0,927.0,1120.0,1140.0,,,,
19249,20:55.312,3,2097.0,905.0,2317.0,1157.0,1469.0,977.0,1653.0,1226.0,970.0,923.0,1117.0,1138.0,,,,
19250,20:55.345,3,2094.0,906.0,2313.0,1160.0,1465.0,978.0,1648.0,1224.0,967.0,919.0,1117.0,1138.0,,,,
19251,20:55.378,3,2091.0,906.0,2309.0,1159.0,1461.0,977.0,1645.0,1223.0,966.0,917.0,1114.0,1136.0,,,,
19252,20:55.412,3,2088.0,904.0,2307.0,1159.0,1459.0,977.0,1642.0,1222.0,962.0,914.0,1111.0,1134.0,,,,
19253,20:55.445,3,2084.0,902.0,2304.0,1160.0,1457.0,976.0,1640.0,1220.0,959.0,914.0,1109.0,1134.0,,,,
19254,20:55.478,3,2082.0,904.0,2301.0,1162.0,1455.0,976.0,1638.0,1219.0,956.0,913.0,1106.0,1134.0,,,,
19255,20:55.512,3,2080.0,904.0,2298.0,1163.0,1453.0,977.0,1636.0,1219.0,955.0,914.0,1104.0,1135.0,,,,
19256,20:55.545,3,2078.0,905.0,2296.0,1165.0,1451.0,978.0,1633.0,1220.0,954.0,913.0,1103.0,1135.0,,,,
19257,20:55.578,3,2076.0,909.0,2293.0,1167.0,1450.0,979.0,1631.0,1222.0,953.0,914.0,1101.0,1135.0,,,,
19258,20:55.612,3,2073.0,910.0,2290.0,1167.0,1448.0,978.0,1629.0,1222.0,950.0,915.0,1099.0,1135.0,,,,
19259,20:55.645,3,2069.0,906.0,2282.0,1165.0,1445.0,979.0,1626.0,1223.0,947.0,915.0,1095.0,1136.0,,,,
19260,20:55.678,3,2062.0,906.0,2276.0,1162.0,1439.0,976.0,1622.0,1223.0,941.0,915.0,1090.0,1137.0,,,,
19261,20:55.712,3,1432.0,975.0,1612.0,1224.0,2052.0,908.0,2265.0,1159.0,933.0,910.0,1083.0,1138.0,,,,
19262,20:55.745,3,2033.0,910.0,2242.0,1159.0,1418.0,979.0,1598.0,1228.0,919.0,915.0,1070.0,1137.0,,,,
19263,20:55.778,3,1996.0,912.0,2202.0,1157.0,1389.0,984.0,1568.0,1228.0,893.0,920.0,1041.0,1139.0,,,,
19264,20:55.812,3,1938.0,917.0,2135.0,1156.0,1342.0,990.0,1519.0,1228.0,845.0,924.0,997.0,1142.0,,,,
19265,20:55.845,3,1859.0,926.0,2044.0,1158.0,1278.0,990.0,1455.0,1231.0,775.0,926.0,931.0,1150.0,,,,
19266,20:55.878,3,1765.0,928.0,1942.0,1152.0,1198.0,997.0,1370.0,1232.0,686.0,932.0,847.0,1155.0,,,,
19267,20:55.912,3,585.0,933.0,750.0,1165.0,1666.0,932.0,1835.0,1151.0,1110.0,995.0,1283.0,1235.0,,,,
19268,20:55.945,3,478.0,937.0,652.0,1172.0,1020.0,1000.0,1194.0,1241.0,1570.0,941.0,1732.0,1149.0,,,,
19269,20:55.978,3,373.0,938.0,559.0,1182.0,938.0,1005.0,1114.0,1247.0,1486.0,947.0,1644.0,1152.0,,,,
19270,20:56.012,3,864.0,1010.0,1044.0,1255.0,278.0,938.0,475.0,1195.0,1417.0,952.0,1570.0,1155.0,,,,
19271,20:56.045,3,804.0,1012.0,986.0,1262.0,199.0,945.0,402.0,1207.0,1360.0,954.0,1514.0,1158.0,,,,
19272,20:56.078,3,756.0,1024.0,940.0,1274.0,128.0,948.0,341.0,1223.0,1319.0,961.0,1469.0,1170.0,,,,
19273,20:56.112,3,71.0,965.0,291.0,1244.0,714.0,1039.0,902.0,1294.0,1287.0,978.0,1435.0,1185.0,,,,
19274,20:56.147,3,24.0,989.0,250.0,1266.0,682.0,1056.0,872.0,1311.0,1261.0,989.0,1412.0,1199.0,,,,
19275,20:56.180,3,-6.0,1000.0,222.0,1282.0,659.0,1062.0,851.0,1322.0,1244.0,997.0,1394.0,1205.0,,,,
19276,20:56.213,3,-28.0,998.0,204.0,1284.0,644.0,1066.0,839.0,1326.0,1234.0,1004.0,1383.0,1205.0,,,,
19277,20:56.247,3,635.0,1057.0,831.0,1321.0,-35.0,997.0,196.0,1280.0,1228.0,995.0,1376.0,1200.0,,,,
19278,20:56.280,3,633.0,1048.0,827.0,1306.0,-36.0,989.0,195.0,1270.0,1229.0,982.0,1375.0,1186.0,,,,
19279,20:56.313,3,634.0,1033.0,830.0,1293.0,-29.0,973.0,198.0,1254.0,1230.0,966.0,1378.0,1171.0,,,,
19280,20:56.347,3,637.0,1020.0,832.0,1280.0,-25.0,950.0,205.0,1238.0,1234.0,958.0,1381.0,1158.0,,,,
19281,20:56.380,3,-17.0,943.0,210.0,1229.0,639.0,1016.0,834.0,1272.0,1237.0,954.0,1384.0,1155.0,,,,
19282,20:56.413,3,-12.0,936.0,217.0,1225.0,640.0,1012.0,836.0,1269.0,1240.0,952.0,1388.0,1153.0,,,,
19283,20:56.447,3,-5.0,937.0,224.0,1225.0,643.0,1014.0,838.0,1272.0,1244.0,955.0,1394.0,1157.0,,,,
19284,20:56.480,3,6.0,937.0,233.0,1219.0,648.0,1010.0,842.0,1268.0,1251.0,955.0,1401.0,1158.0,,,,
19285,20:56.513,3,19.0,931.0,243.0,1212.0,655.0,1009.0,847.0,1265.0,1260.0,954.0,1407.0,1159.0,,,,
19286,20:56.547,3,28.0,930.0,253.0,1208.0,658.0,1004.0,853.0,1264.0,1263.0,952.0,1412.0,1162.0,,,,
19287,20:56.580,3,662.0,1004.0,855.0,1264.0,37.0,927.0,260.0,1207.0,1266.0,952.0,1415.0,1163.0,,,,
19288,20:56.613,3,665.0,1003.0,858.0,1263.0,44.0,929.0,266.0,1208.0,1267.0,951.0,1418.0,1163.0,,,,
19289,20:56.647,3,667.0,1004.0,861.0,1266.0,52.0,929.0,272.0,1209.0,1270.0,952.0,1421.0,1165.0,,,,
19290,20:56.680,3,669.0,1006.0,863.0,1266.0,56.0,931.0,277.0,1209.0,1273.0,951.0,1424.0,1165.0,,,,
19291,20:56.713,3,671.0,1005.0,864.0,1265.0,61.0,933.0,281.0,1209.0,1275.0,953.0,1427.0,1165.0,,,,
19292,20:56.747,3,674.0,1003.0,867.0,1261.0,67.0,931.0,285.0,1204.0,1277.0,950.0,1429.0,1162.0,,,,
19293,20:56.780,3,676.0,1003.0,870.0,1261.0,73.0,929.0,289.0,1201.0,1280.0,952.0,1431.0,1162.0,,,,
19294,20:56.813,3,78.0,925.0,295.0,1197.0,680.0,999.0,873.0,1256.0,1282.0,947.0,1431.0,1158.0,,,,
19295,20:56.847,3,82.0,923.0,301.0,1193.0,683.0,993.0,874.0,1252.0,1283.0,944.0,1432.0,1154.0,,,,
19296,20:56.880,3,85.0,920.0,303.0,1190.0,685.0,990.0,875.0,1250.0,1283.0,941.0,1432.0,1150.0,,,,
19297,20:56.913,3,88.0,916.0,306.0,1187.0,685.0,987.0,876.0,1247.0,1284.0,939.0,1433.0,1145.0,,,,
19298,20:56.947,3,92.0,913.0,308.0,1185.0,686.0,985.0,878.0,1245.0,1285.0,939.0,1434.0,1144.0,,,,
19299,20:56.980,3,96.0,912.0,311.0,1184.0,689.0,984.0,881.0,1243.0,1286.0,937.0,1435.0,1141.0,,,,
19300,20:57.013,3,102.0,910.0,317.0,1184.0,692.0,985.0,882.0,1242.0,1289.0,937.0,1437.0,1141.0,,,,
19301,20:57.047,3,106.0,910.0,322.0,1182.0,695.0,986.0,886.0,1239.0,1292.0,935.0,1439.0,1140.0,,,,
19302,20:57.080,3,111.0,908.0,325.0,1181.0,698.0,985.0,889.0,1237.0,1293.0,934.0,1441.0,1139.0,,,,
19303,20:57.113,3,114.0,904.0,330.0,1177.0,701.0,980.0,892.0,1233.0,1294.0,929.0,1443.0,1136.0,,,,
